title,link,snippet
Semantically grounded visual embeddings for zero-shot learning,http://openaccess.thecvf.com/content/CVPR2022W/MULA/html/Nawaz_Semantically_Grounded_Visual_Embeddings_for_Zero-Shot_Learning_CVPRW_2022_paper.html,"Zero-shot learning methods rely on fixed visual and semantic embeddings, extracted from independent vision and language models, both pre-trained for other large-scale tasks. This …"
Large-scale zero-shot image classification from rich and diverse textual descriptions,https://arxiv.org/abs/2103.09669,We study the impact of using rich and diverse textual descriptions of classes for zero-shot learning (ZSL) on ImageNet. We create a new dataset ImageNet-Wiki that matches each …
Feature generating networks for zero-shot learning,http://openaccess.thecvf.com/content_cvpr_2018/html/Xian_Feature_Generating_Networks_CVPR_2018_paper.html,"Suffering from the extreme training data imbalance between seen and unseen classes, most of existing state-of-the-art approaches fail to achieve satisfactory results for the challenging …"
Classifier and exemplar synthesis for zero-shot learning,https://link.springer.com/article/10.1007/s11263-019-01193-1,"Zero-shot learning (ZSL) enables solving a task without the need to see its examples. In this paper, we propose two ZSL frameworks that learn to synthesize parameters for novel …"
Msdn: Mutually semantic distillation network for zero-shot learning,http://openaccess.thecvf.com/content/CVPR2022/html/Chen_MSDN_Mutually_Semantic_Distillation_Network_for_Zero-Shot_Learning_CVPR_2022_paper.html,"The key challenge of zero-shot learning (ZSL) is how to infer the latent semantic knowledge between visual and attribute features on seen classes, and thus achieving a desirable …"
Cross-class generative network for zero-shot learning,https://www.sciencedirect.com/science/article/pii/S0020025520312299,Zero-shot learning (ZSL) aims to recognize unseen classes when no training samples are provided for these classes. A traditional approach to solving ZSL is to generate samples of …
Dual adversarial semantics-consistent network for generalized zero-shot learning,https://proceedings.neurips.cc/paper/2019/hash/c46482dd5d39742f0bfd417b492d0e8e-Abstract.html,Generalized zero-shot learning (GZSL) is a challenging class of vision and knowledge transfer problems in which both seen and unseen classes appear during testing. Existing …
Region semantically aligned network for zero-shot learning,https://dl.acm.org/doi/abs/10.1145/3459637.3482471,Zero-shot learning (ZSL) aims to recognize unseen classes based on the knowledge of seen classes. Previous methods focused on learning direct embeddings from global features to …
"Rethink, revisit, revise: A spiral reinforced self-revised network for zero-shot learning",https://ieeexplore.ieee.org/abstract/document/9783466/,"Current approaches to zero-shot learning (ZSL) struggle to learn generalizable semantic knowledge capable of capturing complex correlations. Inspired by Spiral Curriculum, which …"
Latent embedding feedback and discriminative features for zero-shot classification,https://link.springer.com/chapter/10.1007/978-3-030-58542-6_29,"Zero-shot learning strives to classify unseen categories for which no data is available during training. In the generalized variant, the test samples can further belong to seen or unseen …"
Canzsl: Cycle-consistent adversarial networks for zero-shot learning from natural language,http://openaccess.thecvf.com/content_WACV_2020/html/Chen_CANZSL_Cycle-Consistent_Adversarial_Networks_for_Zero-Shot_Learning_from_Natural_Language_WACV_2020_paper.html,Existing methods using generative adversarial approaches for Zero-Shot Learning (ZSL) aim to generate realistic visual features from class semantics by a single generative …
Using sentences as semantic representations in large scale zero-shot learning,https://link.springer.com/chapter/10.1007/978-3-030-66415-2_42,"Zero-shot learning (ZSL) aims to recognize instances of unseen classes, for which no visual instance is available during training, by learning multimodal relations between samples from …"
Self-supervised domain-aware generative network for generalized zero-shot learning,http://openaccess.thecvf.com/content_CVPR_2020/html/Wu_Self-Supervised_Domain-Aware_Generative_Network_for_Generalized_Zero-Shot_Learning_CVPR_2020_paper.html,Abstract Generalized Zero-Shot Learning (GZSL) aims at recognizing both seen and unseen classes by constructing correspondence between visual and semantic embedding …
Co-representation network for generalized zero-shot learning,http://proceedings.mlr.press/v97/zhang19l.html,"Generalized zero-shot learning is a significant topic but faced with bias problem, which leads to unseen classes being easily misclassified into seen classes. Hence we propose a …"
Task aligned generative meta-learning for zero-shot learning,https://ojs.aaai.org/index.php/AAAI/article/view/17057,Zero-shot learning (ZSL) refers to the problem of learning to classify instances from novel classes (unseen) that are absent in the training set (seen). Most ZSL methods infer the …
Attributes learning network for generalized zero-shot learning,https://www.sciencedirect.com/science/article/pii/S0893608022000594,"In the absence of unseen training data, zero-shot learning algorithms utilize the semantic knowledge shared by the seen and unseen classes to establish the connection between the …"
Probabilistic and-or attribute grouping for zero-shot learning,https://arxiv.org/abs/1806.02664,"In zero-shot learning (ZSL), a classifier is trained to recognize visual classes without any image samples. Instead, it is given semantic information about the class, like a textual …"
Region graph embedding network for zero-shot learning,https://link.springer.com/chapter/10.1007/978-3-030-58548-8_33,"Most of the existing Zero-Shot Learning (ZSL) approaches learn direct embeddings from global features or image parts (regions) to the semantic space, which, however, fail to …"
SR-GAN: Semantic rectifying generative adversarial network for zero-shot learning,https://ieeexplore.ieee.org/abstract/document/8784785/,The existing Zero-Shot learning (ZSL) methods may suffer from the vague class attributes that are highly overlapped for different classes. Unlike these methods that ignore the …
Hyperbolic visual embedding learning for zero-shot recognition,http://openaccess.thecvf.com/content_CVPR_2020/html/Liu_Hyperbolic_Visual_Embedding_Learning_for_Zero-Shot_Recognition_CVPR_2020_paper.html,"This paper proposes a Hyperbolic Visual Embedding Learning Network for zero-shot recognition. The network learns image embeddings in hyperbolic space, which is capable of …"
Transzero: Attribute-guided transformer for zero-shot learning,https://ojs.aaai.org/index.php/AAAI/article/view/19909,Zero-shot learning (ZSL) aims to recognize novel classes by transferring semantic knowledge from seen classes to unseen ones. Semantic knowledge is learned from attribute …
Leveraging seen and unseen semantic relationships for generative zero-shot learning,https://link.springer.com/chapter/10.1007/978-3-030-58577-8_5,Zero-shot learning (ZSL) addresses the unseen class recognition problem by leveraging semantic information to transfer knowledge from seen classes to unseen classes …
Graph-based visual-semantic entanglement network for zero-shot image recognition,https://ieeexplore.ieee.org/abstract/document/9437712/,"Zero-shot learning uses semantic attributes to connect the search space of unseen objects. In recent years, although the deep convolutional network brings powerful visual modeling …"
Avgzslnet: Audio-visual generalized zero-shot learning by reconstructing label features from multi-modal embeddings,http://openaccess.thecvf.com/content/WACV2021/html/Mazumder_AVGZSLNet_Audio-Visual_Generalized_Zero-Shot_Learning_by_Reconstructing_Label_Features_From_WACV_2021_paper.html,"In this paper, we propose a novel approach for generalized zero-shot learning in a multi-modal setting, where we have novel classes of audio/video during testing that are not seen …"
An entropy-guided reinforced partial convolutional network for zero-shot learning,https://ieeexplore.ieee.org/abstract/document/9698028/,Zero-Shot Learning (ZSL) aims to transfer learned knowledge from observed classes to unseen classes via semantic correlations. A promising strategy is to learn a global-local …
Learning robust visual-semantic mapping for zero-shot learning,https://arxiv.org/abs/2104.05668,"Zero-shot learning (ZSL) aims at recognizing unseen class examples (eg, images) with knowledge transferred from seen classes. This is typically achieved by exploiting a semantic …"
Marginalized latent semantic encoder for zero-shot learning,http://openaccess.thecvf.com/content_CVPR_2019/html/Ding_Marginalized_Latent_Semantic_Encoder_for_Zero-Shot_Learning_CVPR_2019_paper.html,"Zero-shot learning has been well explored to precisely identify new unobserved classes through a visual-semantic function obtained from the existing objects. However, there exist …"
TransZero++: Cross attribute-guided transformer for zero-shot learning,https://ieeexplore.ieee.org/abstract/document/9987664/,Zero-shot learning (ZSL) tackles the novel class recognition problem by transferring semantic knowledge from seen classes to unseen ones. Semantic knowledge is typically …
Zero-shot learning via simultaneous generating and learning,https://proceedings.neurips.cc/paper/2019/hash/19ca14e7ea6328a42e0eb13d585e4c22-Abstract.html,"To overcome the absence of training data for unseen classes, conventional zero-shot learning approaches mainly train their model on seen datapoints and leverage the semantic …"
Field-guide-inspired zero-shot learning,http://openaccess.thecvf.com/content/ICCV2021/html/Mall_Field-Guide-Inspired_Zero-Shot_Learning_ICCV_2021_paper.html,"Modern recognition systems require large amounts of supervision to achieve accuracy. Adapting to new domains requires significant data from experts, which is onerous and can …"
Visual space optimization for zero-shot learning,https://arxiv.org/abs/1907.00330,"Zero-shot learning, which aims to recognize new categories that are not included in the training set, has gained popularity owing to its potential ability in the real-word applications …"
GAN-MVAE: A discriminative latent feature generation framework for generalized zero-shot learning,https://www.sciencedirect.com/science/article/pii/S0167865522000368,Generalized zero-shot learning (GZSL) is a challenging task that aims to recognize both seen and unseen classes. It is achieved by transferring knowledge from seen classes to …
Graph knows unknowns: Reformulate zero-shot learning as sample-level graph recognition,https://ojs.aaai.org/index.php/AAAI/article/view/25942,"Zero-shot learning (ZSL) is an extreme case of transfer learning that aims to recognize samples (eg, images) of unseen classes relying on a train-set covering only seen classes …"
Center-VAE with discriminative and semantic-relevant fine-tuning features for generalized zero-shot learning,https://www.sciencedirect.com/science/article/pii/S092359652200176X,Many approaches in generalized zero-shot learning (GZSL) rely on the visual features extracted by CNN pre-trained on ImageNet and artificially designed semantic features …
Generative zero-shot learning via low-rank embedded semantic dictionary,https://ieeexplore.ieee.org/abstract/document/8451907/,"Zero-shot learning for visual recognition, which approaches identifying unseen categories through a shared visual-semantic function learned on the seen categories and is expected …"
Generalized zero-shot learning with multiple graph adaptive generative networks,https://ieeexplore.ieee.org/abstract/document/9335504/,"Generative adversarial networks (GANs) for (generalized) zero-shot learning (ZSL) aim to generate unseen image features when conditioned on unseen class embeddings, each of …"
Benchmarking knowledge-driven zero-shot learning,https://www.sciencedirect.com/science/article/pii/S1570826822000415,External knowledge (aka side information) plays a critical role in zero-shot learning (ZSL) which aims to predict with unseen classes that have never appeared in training data …
Inference guided feature generation for generalized zero-shot learning,https://www.sciencedirect.com/science/article/pii/S0925231220316933,"Generalized zero-shot learning suffers from an extreme data imbalance problem, that is, the training data only come from seen classes while no unseen class data are available …"
Model selection for generalized zero-shot learning,http://openaccess.thecvf.com/content_eccv_2018_workshops/w8/html/Zhang_Model_Selection_for_Generalized_Zero-shot_Learning_ECCVW_2018_paper.html,"In the problem of generalized zero-shot learning, the datapoints from unknown classes are not available during training. The main challenge for generalized zero-shot learning is the …"
Free: Feature refinement for generalized zero-shot learning,http://openaccess.thecvf.com/content/ICCV2021/html/Chen_FREE_Feature_Refinement_for_Generalized_Zero-Shot_Learning_ICCV_2021_paper.html,"Generalized zero-shot learning (GZSL) has achieved significant progress, with many efforts dedicated to overcoming the problems of visual-semantic domain gaps and seen-unseen …"
Transferrable feature and projection learning with class hierarchy for zero-shot learning,https://link.springer.com/article/10.1007/s11263-020-01342-x,Zero-shot learning (ZSL) aims to transfer knowledge from seen classes to unseen ones so that the latter can be recognised without any training samples. This is made possible by …
Zero-shot node classification with graph contrastive embedding network,https://openreview.net/forum?id=8wGXnjRLSy,"This paper studies zero-shot node classification, which aims to predict new classes (ie, unseen classes) of nodes in a graph. This problem is challenging yet promising in a variety …"
Knowledge distillation classifier generation network for zero-shot learning,https://ieeexplore.ieee.org/abstract/document/9552442/,"In this article, we present a conceptually simple but effective framework called knowledge distillation classifier generation network (KDCGN) for zero-shot learning (ZSL), where the …"
Explanatory object part aggregation for zero-shot learning,https://ieeexplore.ieee.org/abstract/document/10287616/,Zero-shot learning (ZSL) aims to recognize objects from unseen classes only based on labeled images from seen classes. Most existing ZSL methods focus on optimizing feature …
Creativity inspired zero-shot learning,http://openaccess.thecvf.com/content_ICCV_2019/html/Elhoseiny_Creativity_Inspired_Zero-Shot_Learning_ICCV_2019_paper.html,Zero-shot learning (ZSL) aims at understanding unseen categories with no training examples from class-level descriptions. To improve the discriminative power of zero-shot …
Multi-modal generative adversarial network for zero-shot learning,https://www.sciencedirect.com/science/article/pii/S095070512030215X,"In this paper, we propose a novel approach for Zero-Shot Learning (ZSL), where the test instances are from the novel categories that no visual data are available during training. The …"
Prototypical priors: From improving classification to zero-shot learning,https://arxiv.org/abs/1512.01192,Recent works on zero-shot learning make use of side information such as visual attributes or natural language semantics to define the relations between output visual classes and then …
Contrastive embedding for generalized zero-shot learning,http://openaccess.thecvf.com/content/CVPR2021/html/Han_Contrastive_Embedding_for_Generalized_Zero-Shot_Learning_CVPR_2021_paper.html,"Generalized zero-shot learning (GZSL) aims to recognize objects from both seen and unseen classes, when only the labeled examples from seen classes are provided. Recent …"
ZeroNAS: Differentiable generative adversarial networks search for zero-shot learning,https://ieeexplore.ieee.org/abstract/document/9612044/,"In recent years, remarkable progress in zero-shot learning (ZSL) has been achieved by generative adversarial networks (GAN). To compensate for the lack of training samples in …"
Dual part discovery network for zero-shot learning,https://dl.acm.org/doi/abs/10.1145/3503161.3547889,Zero-Shot Learning (ZSL) aims to recognize unseen classes by transferring knowledge from seen classes. Recent methods focus on learning a common semantic space to align visual …
Robust bidirectional generative network for generalized zero-shot learning,https://ieeexplore.ieee.org/abstract/document/9102961/,"In this work, we propose a novel generative approach named Robust Bidirectional Generative Network (RBGN) based on Conditional Generative Adversarial Network (CGAN) …"
Graph and autoencoder based feature extraction for zero-shot learning.,https://www.ijcai.org/proceedings/2019/0421.pdf,Zero-shot learning (ZSL) aims to build models to recognize novel visual categories that have no associated labelled training samples. The basic framework is to transfer knowledge from …
Low-rank embedded ensemble semantic dictionary for zero-shot learning,http://openaccess.thecvf.com/content_cvpr_2017/html/Ding_Low-Rank_Embedded_Ensemble_CVPR_2017_paper.html,"Zero-shot learning for visual recognition has received much interest in the most recent years. However, the semantic gap across visual features and their underlying semantics is still the …"
Zero-shot learning via structure-aligned generative adversarial network,https://ieeexplore.ieee.org/abstract/document/9449653/,"In this article, we propose a structure-aligned generative adversarial network framework to improve zero-shot learning (ZSL) by mitigating the semantic gap, domain shift, and hubness …"
Similarity preserving feature generating networks for zero-shot learning,https://www.sciencedirect.com/science/article/pii/S0925231220305488,"Traditional zero-shot learning methods usually solve the problem through visual semantic embedding. Recently, considering the power of generating adversarial network, some …"
Zero-shot learning by generating pseudo feature representations,https://arxiv.org/abs/1703.06389,Zero-shot learning (ZSL) is a challenging task aiming at recognizing novel classes without any training instances. In this paper we present a simple but high-performance ZSL …
Visual-semantic aligned bidirectional network for zero-shot learning,https://ieeexplore.ieee.org/abstract/document/9693152/,"Zero-shot learning (ZSL) aims to recognize unknown categories that are unavailable during training. Recently, generative models have shown the potential to address this challenging …"
Zero-shot learning via class-conditioned deep generative models,https://ojs.aaai.org/index.php/AAAI/article/view/11600,"We present a deep generative model for Zero-Shot Learning (ZSL). Unlike most existing methods for this problem, that represent each class as a point (via a semantic embedding) …"
A generative adversarial approach for zero-shot learning from noisy texts,http://openaccess.thecvf.com/content_cvpr_2018/html/Zhu_A_Generative_Adversarial_CVPR_2018_paper.html,Most existing zero-shot learning methods consider the problem as a visual semantic embedding one. Given the demonstrated capability of Generative Adversarial Networks …
Episode-based prototype generating network for zero-shot learning,http://openaccess.thecvf.com/content_CVPR_2020/html/Yu_Episode-Based_Prototype_Generating_Network_for_Zero-Shot_Learning_CVPR_2020_paper.html,"We introduce a simple yet effective episode-based training framework for zero-shot learning (ZSL), where the learning system requires to recognize unseen classes given only the …"
Attribute prototype network for zero-shot learning,https://proceedings.neurips.cc/paper/2020/hash/fa2431bf9d65058fe34e9713e32d60e6-Abstract.html,"From the beginning of zero-shot learning research, visual attributes have been shown to play an important role. In order to better transfer attribute-based knowledge from known to …"
Knowledge-aware zero-shot learning: Survey and perspective,https://arxiv.org/abs/2103.00070,Zero-shot learning (ZSL) which aims at predicting classes that have never appeared during the training using external knowledge (aka side information) has been widely investigated …
Near-real feature generative network for generalized zero-shot learning,https://ieeexplore.ieee.org/abstract/document/9428229/,"Due to the powerful feature synthesis ability, Generative Adversarial Networks (GAN) is well adapted to the Generalized Zero-Shot Learning (GZSL) task and has achieved great …"
VMAN: A virtual mainstay alignment network for transductive zero-shot learning,https://ieeexplore.ieee.org/abstract/document/9399836/,Transductive zero-shot learning (TZSL) extends conventional ZSL by leveraging (unlabeled) unseen images for model training. A typical method for ZSL involves learning embedding …
Exploring hierarchical graph representation for large-scale zero-shot image classification,https://link.springer.com/chapter/10.1007/978-3-031-20044-1_7,"The main question we address in this paper is how to scale up visual recognition of unseen classes, also known as zero-shot learning, to tens of thousands of categories as in the …"
Ams-sfe: Towards an alignment of manifold structures via semantic feature expansion for zero-shot learning,https://ieeexplore.ieee.org/abstract/document/8784887/,Zero-shot learning (ZSL) aims at recognizing unseen classes with knowledge transferred from seen classes. This is typically achieved by exploiting a semantic feature space (FS) …
Leveraging balanced semantic embedding for generative zero-shot learning,https://ieeexplore.ieee.org/abstract/document/9927312/,Generative (generalized) zero-shot learning [(G) ZSL] models aim to synthesize unseen class features by using only seen class feature and attribute pairs as training data. However …
Deep semantic structural constraints for zero-shot learning,https://ojs.aaai.org/index.php/AAAI/article/view/12244,"Zero-shot learning aims to classify unseen image categories by learning a visual-semantic embedding space. In most cases, the traditional methods adopt a separated two-step …"
Integrating topology beyond descriptions for zero-shot learning,https://www.sciencedirect.com/science/article/pii/S0031320323004363,Zero-shot learning (ZSL) aims to discriminate object categories through the identification of their attributes and has received much attention for its capability to predict unseen …
Towards effective deep embedding for zero-shot learning,https://ieeexplore.ieee.org/abstract/document/9051798/,"Zero-shot learning (ZSL) can be formulated as a cross-domain matching problem: after being projected into a joint embedding space, a visual sample will match against all …"
Adversarial zero-shot learning with semantic augmentation,https://ojs.aaai.org/index.php/AAAI/article/view/11886,"In situations in which labels are expensive or difficult to obtain, deep neural networks for object recognition often suffer to achieve fair performance. Zero-shot learning is dedicated to …"
Dual-uncertainty Guided Cycle-consistent Network for Zero-shot Learning,https://ieeexplore.ieee.org/abstract/document/10113664/,Zero-shot learning (ZSL) aims to identify novel categories via transferring shared semantic knowledge from seen classes to unseen ones. Since labeled samples of novel categories …
Adapting language models for zero-shot learning by meta-tuning on dataset and prompt collections,https://arxiv.org/abs/2104.04670,"Large pre-trained language models (LMs) such as GPT-3 have acquired a surprising ability to perform zero-shot learning. For example, to classify sentiment without any training …"
Mitigating generation shifts for generalized zero-shot learning,https://dl.acm.org/doi/abs/10.1145/3474085.3475258,"Generalized Zero-Shot Learning (GZSL) is the task of leveraging semantic information to recognize seen and unseen samples, where unseen classes are not observable during …"
Domain-aware visual bias eliminating for generalized zero-shot learning,http://openaccess.thecvf.com/content_CVPR_2020/html/Min_Domain-Aware_Visual_Bias_Eliminating_for_Generalized_Zero-Shot_Learning_CVPR_2020_paper.html,Generalized zero-shot learning aims to recognize images from seen and unseen domains. Recent methods focus on learning a unified semantic-aligned visual representation to …
Attribute attention for semantic disambiguation in zero-shot learning,http://openaccess.thecvf.com/content_ICCV_2019/html/Liu_Attribute_Attention_for_Semantic_Disambiguation_in_Zero-Shot_Learning_ICCV_2019_paper.html,Zero-shot learning (ZSL) aims to accurately recognize unseen objects by learning mapping matrices that bridge the gap between visual information and semantic attributes. Previous …
Contrastive semantic disentanglement in latent space for generalized zero-shot learning,https://www.sciencedirect.com/science/article/pii/S0950705122010425,The target of generalized zero-shot learning (GZSL) is to train a model that can classify data samples from both seen categories and unseen categories under the circumstances that …
A joint generative model for zero-shot learning,http://openaccess.thecvf.com/content_eccv_2018_workshops/w23/html/Gao_A_Joint_Generative_Model_for_Zero-Shot_Learning_ECCVW_2018_paper.html,"Zero-shot learning (ZSL) is a challenging task due to the lack of data from unseen classes during training. Existing methods tend to have the strong bias towards seen classes, which …"
I2dformer: Learning image to document attention for zero-shot image classification,https://proceedings.neurips.cc/paper_files/paper/2022/hash/4fca3029c9ead4551937ed6987502e5f-Abstract-Conference.html,"Despite the tremendous progress in zero-shot learning (ZSL), the majority of existing methods still rely on human-annotated attributes, which are difficult to annotate and scale …"
Alleviating feature confusion for generative zero-shot learning,https://dl.acm.org/doi/abs/10.1145/3343031.3350901,"Lately, generative adversarial networks (GANs) have been successfully applied to zero-shot learning (ZSL) and achieved state-of-the-art performance. By synthesizing virtual unseen …"
